algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy,1-accuracy,sex-accuracy,0-accuracy_over_1-accuracy,sex-accuracyRatio,diff:1-accuracyto0-accuracy,sex-accuracyDiff,0-accuracy,1-accuracy,race-accuracy,0-accuracy_over_1-accuracy,race-accuracyRatio,diff:1-accuracyto0-accuracy,race-accuracyDiff,0-accuracy,1-accuracy,sex-race-accuracy,0-accuracy_over_1-1-accuracy,1-accuracy_over_1-1-accuracy,sex-race-accuracyRatio,diff:1-1-accuracyto0-accuracy,diff:1-1-accuracyto1-accuracy,sex-race-accuracyDiff,0-TPR,1-TPR,sex-TPR,0-TPR_over_1-TPR,sex-TPRRatio,diff:1-TPRto0-TPR,sex-TPRDiff,0-TPR,1-TPR,race-TPR,0-TPR_over_1-TPR,race-TPRRatio,diff:1-TPRto0-TPR,race-TPRDiff,0-TPR,1-TPR,sex-race-TPR,0-TPR_over_1-1-TPR,1-TPR_over_1-1-TPR,sex-race-TPRRatio,diff:1-1-TPRto0-TPR,diff:1-1-TPRto1-TPR,sex-race-TPRDiff,0-TNR,1-TNR,sex-TNR,0-TNR_over_1-TNR,sex-TNRRatio,diff:1-TNRto0-TNR,sex-TNRDiff,0-TNR,1-TNR,race-TNR,0-TNR_over_1-TNR,race-TNRRatio,diff:1-TNRto0-TNR,race-TNRDiff,0-TNR,1-TNR,sex-race-TNR,0-TNR_over_1-1-TNR,1-TNR_over_1-1-TNR,sex-race-TNRRatio,diff:1-1-TNRto0-TNR,diff:1-1-TNRto1-TNR,sex-race-TNRDiff,0-FPR,1-FPR,sex-FPR,0-FPR_over_1-FPR,sex-FPRRatio,diff:1-FPRto0-FPR,sex-FPRDiff,0-FPR,1-FPR,race-FPR,0-FPR_over_1-FPR,race-FPRRatio,diff:1-FPRto0-FPR,race-FPRDiff,0-FPR,1-FPR,sex-race-FPR,0-FPR_over_1-1-FPR,1-FPR_over_1-1-FPR,sex-race-FPRRatio,diff:1-1-FPRto0-FPR,diff:1-1-FPRto1-FPR,sex-race-FPRDiff,0-FNR,1-FNR,sex-FNR,0-FNR_over_1-FNR,sex-FNRRatio,diff:1-FNRto0-FNR,sex-FNRDiff,0-FNR,1-FNR,race-FNR,0-FNR_over_1-FNR,race-FNRRatio,diff:1-FNRto0-FNR,race-FNRDiff,0-FNR,1-FNR,sex-race-FNR,0-FNR_over_1-1-FNR,1-FNR_over_1-1-FNR,sex-race-FNRRatio,diff:1-1-FNRto0-FNR,diff:1-1-FNRto1-FNR,sex-race-FNRDiff,0-calibration+,1-calibration+,sex-calibration+,0-calibration+_over_1-calibration+,sex-calibration+Ratio,diff:1-calibration+to0-calibration+,sex-calibration+Diff,0-calibration+,1-calibration+,race-calibration+,0-calibration+_over_1-calibration+,race-calibration+Ratio,diff:1-calibration+to0-calibration+,race-calibration+Diff,0-calibration+,1-calibration+,sex-race-calibration+,0-calibration+_over_1-1-calibration+,1-calibration+_over_1-1-calibration+,sex-race-calibration+Ratio,diff:1-1-calibration+to0-calibration+,diff:1-1-calibration+to1-calibration+,sex-race-calibration+Diff,0-calibration-,1-calibration-,sex-calibration-,0-calibration-_over_1-calibration-,sex-calibration-Ratio,diff:1-calibration-to0-calibration-,sex-calibration-Diff,0-calibration-,1-calibration-,race-calibration-,0-calibration-_over_1-calibration-,race-calibration-Ratio,diff:1-calibration-to0-calibration-,race-calibration-Diff,0-calibration-,1-calibration-,sex-race-calibration-,0-calibration-_over_1-1-calibration-,1-calibration-_over_1-1-calibration-,sex-race-calibration-Ratio,diff:1-1-calibration-to0-calibration-,diff:1-1-calibration-to1-calibration-,sex-race-calibration-Diff
SVM,,0,0.8212415856394913,0.008298755186721992,1.0,0.504149377593361,0.08254126506141067,0.0,1.0,1.0021621621621621,0.8921161825726142,0.8056569343065694,0.8488865584395917,1.107315216420821,1.107315216420821,1.0864592482660447,1.0864592482660447,0.7973621103117506,0.8608349900596421,0.8290985501856964,0.9262659156739275,0.9262659156739275,0.9365271202521085,0.9365271202521085,0.8108108108108109,0.8446601941747572,0.827735502492784,None,None,1.0,None,None,1.0,0.0,0.009302325581395349,0.004651162790697674,0.0,1.0,0.9906976744186047,0.9906976744186047,0.011695906432748537,0.0,0.005847953216374269,0.0,1.0,1.0116959064327484,1.0116959064327484,0.011299435028248588,0.0,0.005649717514124294,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,1.0,0.9906976744186047,0.9953488372093023,1.0093896713615023,1.0093896713615023,1.0093023255813953,1.0093023255813953,0.9883040935672515,1.0,0.9941520467836258,0.9883040935672515,0.9883040935672515,0.9883040935672515,0.9883040935672515,0.9887005649717514,1.0,0.9943502824858756,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.1078838174273859,0.19469835466179158,0.15129108604458874,0.5541074942045079,0.5541074942045079,0.9131854627655943,0.9131854627655943,0.203125,0.13916500994035785,0.17114500497017893,1.4595982142857142,1.4595982142857142,1.0639599900596421,1.0639599900596421,0.18959913326110509,0.1553398058252427,0.17246946954317388,None,None,1.0,None,None,1.0
SVM,,1,0.8548990276738968,0.01020408163265306,1.0,0.5051020408163265,0.09338758646367817,0.0,1.0,1.0020639834881322,0.9131944444444444,0.8388941849380362,0.8760443146912403,1.0885692866161616,1.0885692866161616,1.0743002595064082,1.0743002595064082,0.8255813953488372,0.9077568134171907,0.8666691043830139,0.9094741930286268,0.9094741930286268,0.9178245819316465,0.9178245819316465,0.8379772961816305,0.8994565217391305,0.8687169089603806,None,None,1.0,None,None,1.0,0.0,0.011695906432748537,0.005847953216374269,0.0,1.0,0.9883040935672515,0.9883040935672515,0.013157894736842105,0.0,0.006578947368421052,0.0,1.0,1.013157894736842,1.013157894736842,0.012578616352201259,0.0,0.006289308176100629,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,1.0,0.9883040935672515,0.9941520467836258,1.0118343195266273,1.0118343195266273,1.0116959064327484,1.0116959064327484,0.9868421052631579,1.0,0.993421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9874213836477987,1.0,0.9937106918238994,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.08680555555555555,0.16141356255969436,0.12410955905762495,0.5377835305719921,0.5377835305719921,0.9253919929958612,0.9253919929958612,0.17482517482517482,0.09224318658280922,0.13353418070399203,1.8952638270820088,1.8952638270820088,1.0825819882423655,1.0825819882423655,0.1623578076525336,0.10054347826086957,0.13145064295670159,None,None,1.0,None,None,1.0
SVM,,2,0.8347045624532535,0.030837004405286344,0.9990990990990991,0.5149680517521927,0.14573444311307768,0.0,1.0,1.0081632653061225,0.9061371841155235,0.8160377358490566,0.86108745998229,1.1104108845808727,1.1104108845808727,1.090099448266467,1.090099448266467,0.815242494226328,0.8704883227176221,0.8428654084719751,0.9365346701965865,0.9365346701965865,0.9447541715087059,0.9447541715087059,0.8275510204081633,0.8543417366946778,0.8409463785514206,None,None,1.0,None,None,1.0,0.0,0.03482587064676617,0.017412935323383085,0.0,1.0,0.9651741293532339,0.9651741293532339,0.04216867469879518,0.0,0.02108433734939759,0.0,1.0,1.0421686746987953,1.0421686746987953,0.04,0.0,0.02,None,None,1.0,None,None,1.0,1.0,0.9988358556461001,0.9994179278230501,1.0011655011655012,1.0011655011655012,1.0011641443538999,1.0011641443538999,0.9985714285714286,1.0,0.9992857142857143,0.9985714285714286,0.9985714285714286,0.9985714285714286,0.9985714285714286,0.9987577639751553,1.0,0.9993788819875776,None,None,1.0,None,None,1.0,0.0,0.0011641443538998875,0.0005820721769499437,0.0,1.0,0.9988358556461001,0.9988358556461001,0.0014285714285714457,0.0,0.0007142857142857229,0.0,1.0,1.0014285714285713,1.0014285714285713,0.001242236024844745,0.0,0.0006211180124223725,None,None,1.0,None,None,1.0,1.0,0.9651741293532339,0.9825870646766169,1.036082474226804,1.036082474226804,1.0348258706467661,1.0348258706467661,0.9578313253012049,1.0,0.9789156626506024,0.9578313253012049,0.9578313253012049,0.9578313253012049,0.9578313253012049,0.96,1.0,0.98,None,None,1.0,None,None,1.0,1.0,0.875,0.9375,1.1428571428571428,1.1428571428571428,1.125,1.125,0.875,1.0,0.9375,0.875,0.875,0.875,0.875,0.875,1.0,0.9375,None,None,1.0,None,None,1.0,0.09386281588447654,0.1844106463878327,0.1391367311361546,0.5089880531467491,0.5089880531467491,0.9094521694966439,0.9094521694966439,0.1853146853146853,0.12951167728237792,0.1574131812985316,1.4308724062822424,1.4308724062822424,1.0558030080323073,1.0558030080323073,0.1728395061728395,0.14565826330532214,0.15924888473908083,None,None,1.0,None,None,1.0
SVM,,3,0.8332086761406133,0.04424778761061947,0.9936993699369937,0.5189735787738066,0.1269343236068216,0.0,1.0,1.0179324894514767,0.9100719424460432,0.8130311614730878,0.8615515519595656,1.1193567793848545,1.1193567793848545,1.0970407809729554,1.0970407809729554,0.8090692124105012,0.87374749498998,0.8414083537002406,0.9259760022771563,0.9259760022771563,0.9353217174205213,0.9353217174205213,0.8217299578059072,0.8611825192802056,0.8414562385430564,None,None,1.0,None,None,1.0,0.0,0.04926108374384237,0.024630541871921183,0.0,1.0,0.9507389162561576,0.9507389162561576,0.06097560975609756,0.0,0.03048780487804878,0.0,1.0,1.0609756097560976,1.0609756097560976,0.05813953488372093,0.0,0.029069767441860465,None,None,1.0,None,None,1.0,0.9921568627450981,0.9941588785046729,0.9931578706248855,0.9979862215156333,0.9979862215156333,0.9979979842404252,0.9979979842404252,0.9910979228486647,0.9977116704805492,0.994404796664607,0.9933710832221708,0.9933710832221708,0.9933862523681155,0.9933862523681155,0.990979381443299,1.0,0.9954896907216495,None,None,1.0,None,None,1.0,0.007843137254901933,0.005841121495327117,0.006842129375114525,1.3427450980392075,1.3427450980392075,1.0020020157595748,1.0020020157595748,0.008902077151335286,0.0022883295194507935,0.00559520333539304,3.8902077151335326,3.8902077151335326,1.0066137476318846,1.0066137476318846,0.009020618556700999,0.0,0.0045103092783504994,None,None,1.0,None,None,1.0,1.0,0.9507389162561576,0.9753694581280787,1.0518134715025906,1.0518134715025906,1.0492610837438425,1.0492610837438425,0.9390243902439024,1.0,0.9695121951219512,0.9390243902439024,0.9390243902439024,0.9390243902439024,0.9390243902439024,0.9418604651162791,1.0,0.9709302325581395,None,None,1.0,None,None,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.33333333333333337,0.33333333333333337,0.625,0.0,0.3125,0.0,1.0,1.625,1.625,0.5882352941176471,1.0,0.7941176470588236,None,None,1.0,None,None,1.0,0.08333333333333333,0.18486590038314177,0.13409961685823754,0.4507772020725388,0.4507772020725388,0.8984674329501916,0.8984674329501916,0.1873479318734793,0.12449799196787148,0.1559229619206754,1.5048269366611726,1.5048269366611726,1.062849939905608,1.062849939905608,0.17400644468313642,0.13881748071979436,0.1564119627014654,None,None,1.0,None,None,1.0
SVM,,4,0.8414360508601346,0.03755868544600939,0.9937722419928826,0.515665463719446,0.10886414123370523,5.682439537329127,5.682439537329127,1.0121306723765002,0.9090909090909091,0.8239171374764596,0.8665040232836843,1.1033766233766233,1.1033766233766233,1.0851737716144494,1.0851737716144494,0.8215568862275449,0.8745019920318725,0.8480294391297087,0.9394568493991515,0.9394568493991515,0.9470548941956723,0.9470548941956723,0.8359621451104101,0.8549222797927462,0.8454422124515781,None,None,1.0,None,None,1.0,0.07407407407407407,0.03225806451612903,0.05316606929510155,2.2962962962962963,2.2962962962962963,1.041816009557945,1.041816009557945,0.052980132450331126,0.0,0.026490066225165563,0.0,1.0,1.0529801324503312,1.0529801324503312,0.05063291139240506,0.0,0.02531645569620253,None,None,1.0,None,None,1.0,1.0,0.9920091324200914,0.9960045662100456,1.0080552359033372,1.0080552359033372,1.0079908675799087,1.0079908675799087,0.9912280701754386,0.9977272727272727,0.9944776714513557,0.9934859928865444,0.9934859928865444,0.9935007974481659,0.9935007974481659,0.9924337957124842,0.9969788519637462,0.9947063238381153,None,None,1.0,None,None,1.0,0.0,0.007990867579908634,0.003995433789954317,0.0,1.0,0.9920091324200914,0.9920091324200914,0.00877192982456143,0.002272727272727315,0.005522328548644373,3.8596491228069576,3.8596491228069576,1.0064992025518342,1.0064992025518342,0.007566204287515754,0.0030211480362537513,0.005293676161884753,None,None,1.0,None,None,1.0,0.9259259259259259,0.967741935483871,0.9468339307048985,0.9567901234567902,0.9567901234567902,0.9581839904420549,0.9581839904420549,0.9470198675496688,1.0,0.9735099337748344,0.9470198675496688,0.9470198675496688,0.9470198675496688,0.9470198675496688,0.9493670886075949,1.0,0.9746835443037974,None,None,1.0,None,None,1.0,1.0,0.46153846153846156,0.7307692307692308,2.1666666666666665,2.1666666666666665,1.5384615384615383,1.5384615384615383,0.5714285714285714,0.0,0.2857142857142857,0.0,1.0,1.5714285714285714,1.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,None,None,1.0,None,None,1.0,0.09157509157509157,0.17159199237368922,0.1315835419743904,0.5336792836792836,0.5336792836792836,0.9199830992014023,0.9199830992014023,0.17417783191230207,0.12375249500998003,0.14896516346114105,1.4074692546461829,1.4074692546461829,1.050425336902322,1.050425336902322,0.16008537886872998,0.14285714285714285,0.1514712608629364,None,None,1.0,None,None,1.0
SVM,,5,0.8534031413612565,0.025252525252525252,0.9973661106233538,0.5113093179379395,0.10417257090995938,0.0,1.0,1.0082474226804123,0.9087719298245615,0.8384030418250951,0.8735874858248283,1.083932052353105,1.083932052353105,1.0703688879994664,1.0703688879994664,0.8256772673733804,0.9016393442622951,0.8636583058178378,0.9157511510868401,0.9157511510868401,0.9240379231110853,0.9240379231110853,0.8391752577319588,0.8910081743869209,0.8650917160594398,None,None,1.0,None,None,1.0,0.0,0.028901734104046242,0.014450867052023121,0.0,1.0,0.9710982658959537,0.9710982658959537,0.03333333333333333,0.0,0.016666666666666666,0.0,1.0,1.0333333333333334,1.0333333333333334,0.03164556962025317,0.0,0.015822784810126583,None,None,1.0,None,None,1.0,0.9961538461538462,0.9977246871444824,0.9969392666491643,0.998425576703798,0.998425576703798,0.9984291590093638,0.9984291590093638,0.9957081545064378,1.0,0.997854077253219,0.9957081545064378,0.9957081545064378,0.9957081545064378,0.9957081545064378,0.9963054187192119,1.0,0.9981527093596059,None,None,1.0,None,None,1.0,0.0038461538461538325,0.0022753128555176305,0.0030607333508357315,1.6903846153846118,1.6903846153846118,1.0015708409906363,1.0015708409906363,0.0042918454935622075,0.0,0.0021459227467811037,0.0,1.0,1.004291845493562,1.004291845493562,0.003694581280788145,0.0,0.0018472906403940725,None,None,1.0,None,None,1.0,1.0,0.9710982658959537,0.9855491329479769,1.0297619047619049,1.0297619047619049,1.0289017341040463,1.0289017341040463,0.9666666666666667,1.0,0.9833333333333334,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9683544303797469,1.0,0.9841772151898734,None,None,1.0,None,None,1.0,0.0,0.7142857142857143,0.35714285714285715,0.0,1.0,0.2857142857142857,0.2857142857142857,0.625,1.0,0.8125,0.625,0.625,0.625,0.625,0.625,1.0,0.8125,None,None,1.0,None,None,1.0,0.0880281690140845,0.16076555023923444,0.12439685962665947,0.5475561703554661,0.5475561703554661,0.9272626187748501,0.9272626187748501,0.1724137931034483,0.09836065573770492,0.1353872244205766,1.752873563218391,1.752873563218391,1.0740531373657434,1.0740531373657434,0.15904365904365905,0.10899182561307902,0.13401774232836905,None,None,1.0,None,None,1.0
SVM,,6,0.837696335078534,0.03587443946188341,0.9982046678635548,0.5170395536627191,0.1474510181700828,0.0,1.0,1.0103305785123966,0.886986301369863,0.8239234449760765,0.8554548731729698,1.076539703753202,1.076539703753202,1.0630628563937865,1.0630628563937865,0.819557625145518,0.8702928870292888,0.8449252560874034,0.9417032327393211,0.9417032327393211,0.9492647381162292,0.9492647381162292,0.8295454545454546,0.8590785907859079,0.8443120226656813,None,None,1.0,None,None,1.0,0.0,0.042105263157894736,0.021052631578947368,0.0,1.0,0.9578947368421052,0.9578947368421052,0.049689440993788817,0.0,0.024844720496894408,0.0,1.0,1.049689440993789,1.049689440993789,0.04678362573099415,0.0,0.023391812865497075,None,None,1.0,None,None,1.0,1.0,0.9976608187134502,0.9988304093567251,1.0023446658851114,1.0023446658851114,1.0023391812865499,1.0023391812865499,0.997134670487106,1.0,0.998567335243553,0.997134670487106,0.997134670487106,0.997134670487106,0.997134670487106,0.9974905897114178,1.0,0.998745294855709,None,None,1.0,None,None,1.0,0.0,0.002339181286549752,0.001169590643274876,0.0,1.0,0.9976608187134502,0.9976608187134502,0.002865329512893977,0.0,0.0014326647564469885,0.0,1.0,1.002865329512894,1.002865329512894,0.0025094102885822034,0.0,0.0012547051442911017,None,None,1.0,None,None,1.0,1.0,0.9578947368421052,0.9789473684210526,1.043956043956044,1.043956043956044,1.0421052631578949,1.0421052631578949,0.9503105590062112,1.0,0.9751552795031055,0.9503105590062112,0.9503105590062112,0.9503105590062112,0.9503105590062112,0.9532163742690059,1.0,0.9766081871345029,None,None,1.0,None,None,1.0,1.0,0.8,0.9,1.25,1.25,1.2,1.2,0.8,1.0,0.9,0.8,0.8,0.8,0.8,0.8,1.0,0.9,None,None,1.0,None,None,1.0,0.11301369863013698,0.1758454106280193,0.14442955462907814,0.6426877916603944,0.6426877916603944,0.9371682880021177,0.9371682880021177,0.18021201413427562,0.1297071129707113,0.15495956355249346,1.3893764960674797,1.3893764960674797,1.0505049011635643,1.0505049011635643,0.17014613778705637,0.14092140921409213,0.15553377350057424,None,None,1.0,None,None,1.0
SVM,,7,0.8459237097980553,0.03333333333333333,0.997338065661047,0.5153356994971902,0.12952981032716615,0.0,1.0,1.0104821802935011,0.9273356401384083,0.8234732824427481,0.8754044612905783,1.1261271736559118,1.1261271736559118,1.10386235769566,1.10386235769566,0.8226190476190476,0.8853118712273642,0.8539654594232059,0.929185606060606,0.929185606060606,0.9373071763916834,0.9373071763916834,0.8385744234800838,0.8642297650130548,0.8514020942465693,None,None,1.0,None,None,1.0,0.0,0.03684210526315789,0.018421052631578946,0.0,1.0,0.9631578947368421,0.9631578947368421,0.0457516339869281,0.0,0.02287581699346405,0.0,1.0,1.0457516339869282,1.0457516339869282,0.04430379746835443,0.0,0.022151898734177215,None,None,1.0,None,None,1.0,0.9962825278810409,0.9976689976689976,0.9969757627750193,0.9986102907966509,0.9986102907966509,0.9986135302120432,0.9986135302120432,0.9956331877729258,1.0,0.9978165938864629,0.9956331877729258,0.9956331877729258,0.9956331877729258,0.9956331877729258,0.9962311557788944,1.0,0.9981155778894473,None,None,1.0,None,None,1.0,0.0037174721189591198,0.002331002331002363,0.0030242372249807414,1.5947955390334405,1.5947955390334405,1.0013864697879566,1.0013864697879566,0.004366812227074246,0.0,0.002183406113537123,0.0,1.0,1.0043668122270741,1.0043668122270741,0.0037688442211055717,0.0,0.0018844221105527859,None,None,1.0,None,None,1.0,1.0,0.9631578947368421,0.9815789473684211,1.0382513661202186,1.0382513661202186,1.0368421052631578,1.0368421052631578,0.954248366013072,1.0,0.977124183006536,0.954248366013072,0.954248366013072,0.954248366013072,0.954248366013072,0.9556962025316456,1.0,0.9778481012658228,None,None,1.0,None,None,1.0,0.0,0.7777777777777778,0.3888888888888889,0.0,1.0,0.2222222222222222,0.2222222222222222,0.7,1.0,0.85,0.7,0.7,0.7,0.7,0.7,1.0,0.85,None,None,1.0,None,None,1.0,0.06944444444444445,0.17613089509143406,0.12278766976793926,0.394277474195507,0.394277474195507,0.8933135493530104,0.8933135493530104,0.17590361445783131,0.11468812877263582,0.14529587161523355,1.5337560769393361,1.5337560769393361,1.0612154856851954,1.0612154856851954,0.15995762711864406,0.13577023498694518,0.1478639310527946,None,None,1.0,None,None,1.0
SVM,,8,0.8534031413612565,0.020100502512562814,0.9991212653778558,0.5096108839452094,0.11208664845024896,0.0,1.0,1.0052410901467506,0.9423728813559322,0.8282149712092131,0.8852939262825726,1.1378360861794685,1.1378360861794685,1.1141579101467192,1.1141579101467192,0.833732057416268,0.8862275449101796,0.8599798011632238,0.9407652269494375,0.9407652269494375,0.9475045125060884,0.9475045125060884,0.8511530398322851,0.8590078328981723,0.8550804363652287,None,None,1.0,None,None,1.0,0.0,0.02197802197802198,0.01098901098901099,0.0,1.0,0.978021978021978,0.978021978021978,0.028169014084507043,0.0,0.014084507042253521,0.0,1.0,1.028169014084507,1.028169014084507,0.027586206896551724,0.0,0.013793103448275862,None,None,1.0,None,None,1.0,1.0,0.9988372093023256,0.9994186046511628,1.0011641443538999,1.0011641443538999,1.0011627906976743,1.0011627906976743,0.9985590778097982,1.0,0.9992795389048992,0.9985590778097982,0.9985590778097982,0.9985590778097982,0.9985590778097982,0.9987639060568603,1.0,0.9993819530284301,None,None,1.0,None,None,1.0,0.0,0.0011627906976744429,0.0005813953488372214,0.0,1.0,0.9988372093023256,0.9988372093023256,0.0014409221902017544,0.0,0.0007204610951008772,0.0,1.0,1.0014409221902016,1.0014409221902016,0.0012360939431397266,0.0,0.0006180469715698633,None,None,1.0,None,None,1.0,1.0,0.978021978021978,0.989010989010989,1.0224719101123596,1.0224719101123596,1.021978021978022,1.021978021978022,0.971830985915493,1.0,0.9859154929577465,0.971830985915493,0.971830985915493,0.971830985915493,0.971830985915493,0.9724137931034482,1.0,0.9862068965517241,None,None,1.0,None,None,1.0,1.0,0.8,0.9,1.25,1.25,1.2,1.2,0.8,1.0,0.9,0.8,0.8,0.8,0.8,0.8,1.0,0.9,None,None,1.0,None,None,1.0,0.0576271186440678,0.171648987463838,0.1146380530539529,0.33572652828032756,0.33572652828032756,0.8859781311802298,0.8859781311802298,0.16606498194945848,0.11377245508982035,0.1399187185196394,1.4596237887136614,1.4596237887136614,1.0522925268596381,1.0522925268596381,0.14857744994731295,0.1409921671018277,0.14478480852457032,None,None,1.0,None,None,1.0
SVM,,9,0.8324607329842932,0.013392857142857142,0.9973045822102425,0.5053487196765498,0.059770483837186326,0.0,1.0,1.0062240663900415,0.9125475285171103,0.8128491620111732,0.8626983452641417,1.1226529732272355,1.1226529732272355,1.0996983665059372,1.0996983665059372,0.8143021914648212,0.8659574468085106,0.840129819136666,0.940348968030629,0.940348968030629,0.9483447446563106,0.9483447446563106,0.8257261410788381,0.8498659517426274,0.8377960464107328,None,None,1.0,None,None,1.0,0.0,0.01485148514851485,0.007425742574257425,0.0,1.0,0.9851485148514851,0.9851485148514851,0.018633540372670808,0.0,0.009316770186335404,0.0,1.0,1.0186335403726707,1.0186335403726707,0.017857142857142856,0.0,0.008928571428571428,None,None,1.0,None,None,1.0,0.995850622406639,0.9977064220183486,0.9967785222124939,0.9981399341822865,0.9981399341822865,0.9981442003882904,0.9981442003882904,0.9957507082152974,1.0,0.9978753541076487,0.9957507082152974,0.9957507082152974,0.9957507082152974,0.9957507082152974,0.9962311557788944,1.0,0.9981155778894473,None,None,1.0,None,None,1.0,0.004149377593360981,0.002293577981651418,0.0032214777875061995,1.809128630705355,1.809128630705355,1.0018557996117097,1.0018557996117097,0.004249291784702569,0.0,0.0021246458923512845,0.0,1.0,1.0042492917847026,1.0042492917847026,0.0037688442211055717,0.0,0.0018844221105527859,None,None,1.0,None,None,1.0,1.0,0.9851485148514851,0.9925742574257426,1.015075376884422,1.015075376884422,1.0148514851485149,1.0148514851485149,0.9813664596273292,1.0,0.9906832298136645,0.9813664596273292,0.9813664596273292,0.9813664596273292,0.9813664596273292,0.9821428571428571,1.0,0.9910714285714286,None,None,1.0,None,None,1.0,0.0,0.6,0.3,0.0,1.0,0.4,0.4,0.5,1.0,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.75,None,None,1.0,None,None,1.0,0.08396946564885496,0.186155285313377,0.135062375481116,0.45107215466646206,0.45107215466646206,0.897814180335478,0.897814180335478,0.1835075493612079,0.13404255319148936,0.1587750512763486,1.3690245745994873,1.3690245745994873,1.0494649961697184,1.0494649961697184,0.1722338204592902,0.15013404825737264,0.16118393435833142,None,None,1.0,None,None,1.0
