algorithm,params,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy,1-accuracy,race-accuracy,0-accuracy_over_1-accuracy,race-accuracyRatio,diff:1-accuracyto0-accuracy,race-accuracyDiff,0-accuracy,1-accuracy,sex-accuracy,0-accuracy_over_1-accuracy,sex-accuracyRatio,diff:1-accuracyto0-accuracy,sex-accuracyDiff,0-accuracy,1-accuracy,race-sex-accuracy,0-accuracy_over_1-1-accuracy,1-accuracy_over_1-1-accuracy,race-sex-accuracyRatio,diff:1-1-accuracyto0-accuracy,diff:1-1-accuracyto1-accuracy,race-sex-accuracyDiff,0-TPR,1-TPR,race-TPR,0-TPR_over_1-TPR,race-TPRRatio,diff:1-TPRto0-TPR,race-TPRDiff,0-TPR,1-TPR,sex-TPR,0-TPR_over_1-TPR,sex-TPRRatio,diff:1-TPRto0-TPR,sex-TPRDiff,0-TPR,1-TPR,race-sex-TPR,0-TPR_over_1-1-TPR,1-TPR_over_1-1-TPR,race-sex-TPRRatio,diff:1-1-TPRto0-TPR,diff:1-1-TPRto1-TPR,race-sex-TPRDiff,0-TNR,1-TNR,race-TNR,0-TNR_over_1-TNR,race-TNRRatio,diff:1-TNRto0-TNR,race-TNRDiff,0-TNR,1-TNR,sex-TNR,0-TNR_over_1-TNR,sex-TNRRatio,diff:1-TNRto0-TNR,sex-TNRDiff,0-TNR,1-TNR,race-sex-TNR,0-TNR_over_1-1-TNR,1-TNR_over_1-1-TNR,race-sex-TNRRatio,diff:1-1-TNRto0-TNR,diff:1-1-TNRto1-TNR,race-sex-TNRDiff,0-FPR,1-FPR,race-FPR,0-FPR_over_1-FPR,race-FPRRatio,diff:1-FPRto0-FPR,race-FPRDiff,0-FPR,1-FPR,sex-FPR,0-FPR_over_1-FPR,sex-FPRRatio,diff:1-FPRto0-FPR,sex-FPRDiff,0-FPR,1-FPR,race-sex-FPR,0-FPR_over_1-1-FPR,1-FPR_over_1-1-FPR,race-sex-FPRRatio,diff:1-1-FPRto0-FPR,diff:1-1-FPRto1-FPR,race-sex-FPRDiff,0-FNR,1-FNR,race-FNR,0-FNR_over_1-FNR,race-FNRRatio,diff:1-FNRto0-FNR,race-FNRDiff,0-FNR,1-FNR,sex-FNR,0-FNR_over_1-FNR,sex-FNRRatio,diff:1-FNRto0-FNR,sex-FNRDiff,0-FNR,1-FNR,race-sex-FNR,0-FNR_over_1-1-FNR,1-FNR_over_1-1-FNR,race-sex-FNRRatio,diff:1-1-FNRto0-FNR,diff:1-1-FNRto1-FNR,race-sex-FNRDiff,0-calibration+,1-calibration+,race-calibration+,0-calibration+_over_1-calibration+,race-calibration+Ratio,diff:1-calibration+to0-calibration+,race-calibration+Diff,0-calibration+,1-calibration+,sex-calibration+,0-calibration+_over_1-calibration+,sex-calibration+Ratio,diff:1-calibration+to0-calibration+,sex-calibration+Diff,0-calibration+,1-calibration+,race-sex-calibration+,0-calibration+_over_1-1-calibration+,1-calibration+_over_1-1-calibration+,race-sex-calibration+Ratio,diff:1-1-calibration+to0-calibration+,diff:1-1-calibration+to1-calibration+,race-sex-calibration+Diff,0-calibration-,1-calibration-,race-calibration-,0-calibration-_over_1-calibration-,race-calibration-Ratio,diff:1-calibration-to0-calibration-,race-calibration-Diff,0-calibration-,1-calibration-,sex-calibration-,0-calibration-_over_1-calibration-,sex-calibration-Ratio,diff:1-calibration-to0-calibration-,sex-calibration-Diff,0-calibration-,1-calibration-,race-sex-calibration-,0-calibration-_over_1-1-calibration-,1-calibration-_over_1-1-calibration-,race-sex-calibration-Ratio,diff:1-1-calibration-to0-calibration-,diff:1-1-calibration-to1-calibration-,race-sex-calibration-Diff
Zafar,,0.24865725084543466,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.14910394265232976,0.2646956923432267,0.20689981749777825,0.5633032458230904,0.5633032458230904,0.8844082503091031,0.8844082503091031,0.11423220973782772,0.3115328467153285,0.2128825282265781,0.36667789911158377,0.36667789911158377,0.8026993630224992,0.8026993630224992,0.1328653797944347,0.32481450948062657,0.22883994463753063,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,0.14910394265232976,0.2646956923432267,0.20689981749777825,0.5633032458230904,0.5633032458230904,0.8844082503091031,0.8844082503091031,0.11423220973782772,0.3115328467153285,0.2128825282265781,0.36667789911158377,0.36667789911158377,0.8026993630224992,0.8026993630224992,0.1328653797944347,0.32481450948062657,0.22883994463753063,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0
Zafar,,0.24945295404814005,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.16794961511546536,0.2629565217391304,0.2154530684272979,0.6386972797049774,0.6386972797049774,0.9049930933763349,0.9049930933763349,0.11941231634885902,0.31013858497447117,0.2147754506616651,0.3850288939658648,0.3850288939658648,0.8092737313743879,0.8092737313743879,0.14189526184538653,0.32081403044341494,0.23135464614440074,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,0.16794961511546536,0.2629565217391304,0.2154530684272979,0.6386972797049774,0.6386972797049774,0.9049930933763349,0.9049930933763349,0.11941231634885902,0.31013858497447117,0.2147754506616651,0.3850288939658648,0.3850288939658648,0.8092737313743879,0.8092737313743879,0.14189526184538653,0.32081403044341494,0.23135464614440074,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0
Zafar,,0.25044758305152176,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.15550906555090654,0.2662412993039443,0.21087518242742542,0.5840906950103767,0.5840906950103767,0.8892677662469622,0.8892677662469622,0.11710606989576947,0.31448763250883394,0.2157968512023017,0.3723709862977838,0.3723709862977838,0.8026184373869355,0.8026184373869355,0.13652045342533267,0.3275517011340894,0.23203607727971104,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,0.15550906555090654,0.2662412993039443,0.21087518242742542,0.5840906950103767,0.5840906950103767,0.8892677662469622,0.8892677662469622,0.11710606989576947,0.31448763250883394,0.2157968512023017,0.3723709862977838,0.3723709862977838,0.8026184373869355,0.8026184373869355,0.13652045342533267,0.3275517011340894,0.23203607727971104,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0
SVM,,0.8608514024268947,0.5702380952380952,0.9580568091319352,0.7641474521850152,0.603438944545102,0.2641038410511595,0.2641038410511595,0.8321243617498914,0.9081632653061225,0.8533747984335407,0.8807690318698316,1.0642021149126406,1.0642021149126406,1.0547884668725818,1.0547884668725818,0.9295031055900621,0.8285045361428154,0.8790038208664388,1.121904666831947,1.121904666831947,1.1009985694472468,1.1009985694472468,0.9180656477073416,0.8231898400131948,0.8706277438602682,None,None,1.0,None,None,1.0,0.5688888888888889,0.5703703703703704,0.5696296296296297,0.9974025974025973,0.9974025974025973,0.9985185185185185,0.9985185185185185,0.45528455284552843,0.5899581589958159,0.5226213559206722,0.7717234619154701,0.7717234619154701,0.8653263938497124,0.8653263938497124,0.4954296160877514,0.5909782057780031,0.5432039109328772,None,None,1.0,None,None,1.0,0.974716652136007,0.9550649757319556,0.9648908139339814,1.0205762716709306,1.0205762716709306,1.0196516764040515,1.0196516764040515,0.9908803928446159,0.938073884262225,0.9644771385534205,1.056292483426209,1.056292483426209,1.0528065085823908,1.0528065085823908,0.985191637630662,0.9352078239608802,0.960199730795771,None,None,1.0,None,None,1.0,0.025283347863993,0.04493502426804441,0.035109186066018705,0.5626646090847508,0.5626646090847508,0.9803483235959486,0.9803483235959486,0.009119607155384069,0.061926115737774956,0.03552286144657951,0.14726593209883992,0.14726593209883992,0.9471934914176091,0.9471934914176091,0.014808362369338024,0.0647921760391198,0.03980026920422891,None,None,1.0,None,None,1.0,0.4311111111111111,0.4296296296296296,0.43037037037037035,1.003448275862069,1.003448275862069,1.0014814814814814,1.0014814814814814,0.5447154471544715,0.41004184100418406,0.4773786440793278,1.3284386925501908,1.3284386925501908,1.1346736061502876,1.1346736061502876,0.5045703839122486,0.4090217942219969,0.45679608906712277,None,None,1.0,None,None,1.0,0.8152866242038217,0.8201754385964912,0.8177310314001565,0.9940393065158896,0.9940393065158896,0.9951111856073305,0.9951111856073305,0.865979381443299,0.8139833226427197,0.8399813520430093,1.0638785308669056,1.0638785308669056,1.0519960588005794,1.0519960588005794,0.8416149068322981,0.8148148148148148,0.8282148608235564,None,None,1.0,None,None,1.0,0.07983539094650206,0.13914761501552356,0.10949150298101282,0.5737460245911903,0.5737460245911903,0.9406877759309785,0.9406877759309785,0.06642432253800397,0.1672037914691943,0.11681405700359915,0.3972656478321666,0.3972656478321666,0.8992205310688096,0.8992205310688096,0.07522485690923958,0.17422279792746115,0.12472382741835036,None,None,1.0,None,None,1.0
SVM,,0.8596578476228367,0.5708,0.9552554937781308,0.7630277468890654,0.5976771195297175,0.28872671218854246,0.28872671218854246,0.8385357718909757,0.8989247311827957,0.8533317935096432,0.8761282623462194,1.0534293202479128,1.0534293202479128,1.0455929376731525,1.0455929376731525,0.9250936329588015,0.829051094890511,0.8770723639246563,1.115846343681597,1.115846343681597,1.0960425380682906,1.0960425380682906,0.9132614690398596,0.8244023083264633,0.8688318886831614,None,None,1.0,None,None,1.0,0.5048076923076923,0.5767888307155323,0.5407982615116123,0.8752036541370882,0.8752036541370882,0.92801886159216,0.92801886159216,0.45901639344262296,0.5899718837863168,0.5244941386144699,0.778030963944843,0.778030963944843,0.8690445096563062,0.8690445096563062,0.4849056603773585,0.5939086294416244,0.5394071449094915,None,None,1.0,None,None,1.0,0.9679865206402696,0.952882048060311,0.9604342843502902,1.0158513560106472,1.0158513560106472,1.0151044725799587,1.0151044725799587,0.985200845665962,0.9372349448685326,0.9612178952672473,1.0511780968689315,1.0511780968689315,1.0479659007974294,1.0479659007974294,0.9788956345764672,0.9352869352869353,0.9570912849317013,None,None,1.0,None,None,1.0,0.03201347935973042,0.04711795193968904,0.03956571564970973,0.6794327436113451,0.6794327436113451,0.9848955274200414,0.9848955274200414,0.014799154334038,0.06276505513146735,0.038782104732752676,0.2357865264842,0.2357865264842,0.9520340992025706,0.9520340992025706,0.021104365423532778,0.0647130647130647,0.04290871506829874,None,None,1.0,None,None,1.0,0.4951923076923077,0.42321116928446767,0.4592017384883877,1.1700832672482158,1.1700832672482158,1.07198113840784,1.07198113840784,0.540983606557377,0.4100281162136832,0.4755058613855301,1.3193817330210773,1.3193817330210773,1.1309554903436938,1.1309554903436938,0.5150943396226415,0.40609137055837563,0.46059285509050857,None,None,1.0,None,None,1.0,0.7342657342657343,0.815043156596794,0.7746544454312642,0.9008918464289115,0.9008918464289115,0.9192225776689402,0.9192225776689402,0.8,0.8096463022508038,0.8048231511254019,0.988085782366958,0.988085782366958,0.9903536977491962,0.9903536977491962,0.7787878787878788,0.8153310104529616,0.7970594446204202,None,None,1.0,None,None,1.0,0.08226837060702875,0.1378428307517408,0.11005560067938477,0.5968273442903724,0.5968273442903724,0.944425539855288,0.944425539855288,0.06613226452905811,0.1652502360717658,0.11569125030041197,0.40019467506441453,0.40019467506441453,0.9008820284572923,0.9008820284572923,0.07461054933041815,0.17278617710583152,0.12369836321812483,None,None,1.0,None,None,1.0
SVM,,0.8580664412174259,0.567384370015949,0.9546779750861384,0.7610311725510437,0.5937739108666962,0.2692237609329446,0.2692237609329446,0.8328435969573825,0.8978306508047585,0.8514782608695652,0.8746544558371618,1.054437549454118,1.054437549454118,1.0463523899351932,1.0463523899351932,0.9227883713660519,0.8278628738147338,0.8753256225903928,1.114663310258024,1.114663310258024,1.094925497551318,1.094925497551318,0.9102244389027432,0.8234612839179352,0.8668428614103392,None,None,1.0,None,None,1.0,0.5541666666666667,0.5687830687830688,0.5614748677248678,0.9743023255813953,0.9743023255813953,0.9853835978835979,0.9853835978835979,0.43455497382198954,0.5912511759172154,0.5129030748696025,0.7349752381428399,0.7349752381428399,0.8433037979047742,0.8433037979047742,0.4833040421792619,0.592057761732852,0.5376809019560569,None,None,1.0,None,None,1.0,0.9671993271656855,0.9523360075507314,0.9597676673582085,1.015607222132848,1.015607222132848,1.0148633196149541,1.0148633196149541,0.9889953851615193,0.9342355677733136,0.9616154764674165,1.0586145713962936,1.0586145713962936,1.0547598173882058,1.0547598173882058,0.980819529206626,0.9327649208282582,0.9567922250174421,None,None,1.0,None,None,1.0,0.03280067283431454,0.047663992449268555,0.040232332641791546,0.688164611246658,0.688164611246658,0.985136680385046,0.985136680385046,0.011004614838480697,0.06576443222668638,0.03838452353258354,0.16733383784943806,0.16733383784943806,0.9452401826117943,0.9452401826117943,0.019180470793374038,0.06723507917174176,0.0432077749825579,None,None,1.0,None,None,1.0,0.4458333333333333,0.43121693121693117,0.43852513227513223,1.0338957055214724,1.0338957055214724,1.0146164021164021,1.0146164021164021,0.5654450261780104,0.40874882408278457,0.4870969251303975,1.3833557257243385,1.3833557257243385,1.1566962020952258,1.1566962020952258,0.5166959578207382,0.40794223826714804,0.4623190980439431,None,None,1.0,None,None,1.0,0.7732558139534884,0.8097928436911488,0.7915243288223186,0.9548810167658194,0.9548810167658194,0.9634629702623396,0.9634629702623396,0.8426395939086294,0.8016581632653061,0.8221488785869677,1.0511208299512578,1.0511208299512578,1.0409814306433232,1.0409814306433232,0.8064516129032258,0.8061797752808989,0.8063156940920624,None,None,1.0,None,None,1.0,0.08512330946698489,0.13907849829351535,0.11210090388025012,0.6120522619343944,0.6120522619343944,0.9460448111734695,0.9460448111734695,0.07195203197868089,0.1643654246264422,0.11815872830256155,0.43775649375291814,0.43775649375291814,0.9075866073522387,0.9075866073522387,0.08013082583810302,0.1712121212121212,0.1256714735251121,None,None,1.0,None,None,1.0
SVM,,0.8584642928187786,0.5786314525810324,0.9510258107213766,0.7648286316512045,0.5950130333174459,0.28157731737955066,0.28157731737955066,0.8312196601322833,0.9073275862068966,0.8506118679288848,0.8789697270678907,1.0666763778127224,1.0666763778127224,1.0567157182780118,1.0567157182780118,0.9313755795981453,0.8238744683971256,0.8776250239976355,1.1304823918262288,1.1304823918262288,1.1075011112010196,1.1075011112010196,0.9206586826347305,0.8172345352299041,0.8689466089323172,None,None,1.0,None,None,1.0,0.5694444444444444,0.5795006570302234,0.5744725507373338,0.9826467624086672,0.9826467624086672,0.9899437874142211,0.9899437874142211,0.489247311827957,0.5942642219087917,0.5417557668683743,0.8232824622294815,0.8232824622294815,0.8949830899191653,0.8949830899191653,0.5261194029850746,0.5929699439633215,0.559544673474198,None,None,1.0,None,None,1.0,0.9693877551020408,0.9476406960338611,0.958514225567951,1.0229486335477118,1.0229486335477118,1.0217470590681796,1.0217470590681796,0.988822913028292,0.9279624893435635,0.9583927011859277,1.0655850041177644,1.0655850041177644,1.0608604236847285,1.0608604236847285,0.9815668202764977,0.9250551065393093,0.9533109634079036,None,None,1.0,None,None,1.0,0.030612244897959218,0.05235930396613886,0.04148577443204904,0.5846572161798862,0.5846572161798862,0.9782529409318204,0.9782529409318204,0.01117708697170805,0.07203751065643649,0.04160729881407227,0.15515648541791174,0.15515648541791174,0.9391395763152716,0.9391395763152716,0.018433179723502335,0.07494489346069066,0.0466890365920965,None,None,1.0,None,None,1.0,0.4305555555555556,0.42049934296977665,0.4255274492626661,1.0239149305555555,1.0239149305555555,1.0100562125857788,1.0100562125857788,0.510752688172043,0.4057357780912083,0.45824423313162566,1.258830785332486,1.258830785332486,1.1050169100808347,1.1050169100808347,0.47388059701492535,0.4070300560366785,0.44045532652580194,None,None,1.0,None,None,1.0,0.7735849056603774,0.7984308992154496,0.7860079024379135,0.9688814729245997,0.9688814729245997,0.9751540064449278,0.9751540064449278,0.8504672897196262,0.7890137328339576,0.8197405112767919,1.0778865491541463,1.0778865491541463,1.0614535568856684,1.0614535568856684,0.815028901734104,0.7918367346938775,0.8034328182139907,None,None,1.0,None,None,1.0,0.07542579075425791,0.13704496788008566,0.10623537931717178,0.5503725669099757,0.5503725669099757,0.9383808228741722,0.9383808228741722,0.06289308176100629,0.165420739888825,0.11415691082491564,0.38020070399440303,0.38020070399440303,0.8974723418721813,0.8974723418721813,0.0693610049153468,0.17460664335664336,0.12198382413599508,None,None,1.0,None,None,1.0
SVM,,0.8561766461110006,0.5600155884645363,0.9576655982905983,0.7588405933775673,0.5947299170118012,0.2794576556534287,0.2794576556534287,0.8365997609748083,0.9173256649892164,0.8463580745700104,0.8818418697796134,1.0838505504366587,1.0838505504366587,1.070967590419206,1.070967590419206,0.9263746505125815,0.8231163130943673,0.8747454818034743,1.125448051235957,1.125448051235957,1.103258337418214,1.103258337418214,0.9191028225806451,0.8151495234965495,0.8671261730385973,None,None,1.0,None,None,1.0,0.5818181818181818,0.5579710144927537,0.5698945981554677,1.0427390791027153,1.0427390791027153,1.0238471673254281,1.0238471673254281,0.45646437994722955,0.5779606767261088,0.5172125283366692,0.7897844928359106,0.7897844928359106,0.8785037032211207,0.8785037032211207,0.5027522935779817,0.5754576942107867,0.5391049938943842,None,None,1.0,None,None,1.0,0.9803586678052946,0.953458920373595,0.9669087940894447,1.0282128016812295,1.0282128016812295,1.0268997474316994,1.0268997474316994,0.9890845070422535,0.9384681583476764,0.9637763326949649,1.0539350730702417,1.0539350730702417,1.050616348694577,1.050616348694577,0.9853929301782063,0.9343173431734317,0.959855136675819,None,None,1.0,None,None,1.0,0.01964133219470543,0.04654107962640497,0.0330912059105552,0.4220214131767147,0.4220214131767147,0.9731002525683005,0.9731002525683005,0.01091549295774652,0.061531841652323616,0.03622366730503507,0.17739584359302726,0.17739584359302726,0.9493836513054229,0.9493836513054229,0.014607069821793717,0.06568265682656826,0.04014486332418099,None,None,1.0,None,None,1.0,0.4181818181818182,0.44202898550724634,0.4301054018445323,0.9460506706408347,0.9460506706408347,0.9761528326745719,0.9761528326745719,0.5435356200527705,0.42203932327389115,0.4827874716633308,1.2878790910676154,1.2878790910676154,1.1214962967788793,1.1214962967788793,0.4972477064220183,0.42454230578921326,0.4608950061056158,None,None,1.0,None,None,1.0,0.847682119205298,0.8165938864628821,0.8321380028340901,1.0380706165669158,1.0380706165669158,1.031088232742416,1.031088232742416,0.8480392156862745,0.8154838709677419,0.8317615433270082,1.0399215065773144,1.0399215065773144,1.0325553447185327,1.0325553447185327,0.845679012345679,0.8132867132867133,0.8294828628161961,None,None,1.0,None,None,1.0,0.07419354838709677,0.14688385269121812,0.11053870053915744,0.5051171182380938,0.5051171182380938,0.9273096956958786,0.9273096956958786,0.06832504145936982,0.17464522232734153,0.12148513189335568,0.3912219329499128,0.3912219329499128,0.8936798191320283,0.8936798191320283,0.07436882546652031,0.18427835051546393,0.1293235879909921,None,None,1.0,None,None,1.0
SVM,,0.8599562363238512,0.5571882446386021,0.961119957537155,0.7591541010878785,0.5996837518267933,0.2365156704091323,0.2365156704091323,0.8288005544807285,0.9079497907949791,0.8519721577726218,0.8799609742838004,1.0657035943154574,1.0657035943154574,1.0559776330223571,1.0559776330223571,0.9242795830778663,0.8290636042402827,0.8766715936590745,1.114847616456201,1.114847616456201,1.0952159788375835,1.0952159788375835,0.9147363233119763,0.8228819212808539,0.8688091222964152,None,None,1.0,None,None,1.0,0.5201793721973094,0.5607843137254902,0.5404818429613998,0.9275925867854118,0.9275925867854118,0.9593950584718192,0.9593950584718192,0.4031413612565445,0.5847378277153558,0.49393959448595015,0.6894395097229616,0.6894395097229616,0.8184035335411888,0.8184035335411888,0.44945848375451264,0.5875763747454175,0.518517429249965,None,None,1.0,None,None,1.0,0.9793559042113955,0.9576284584980237,0.9684921813547096,1.022688805371814,1.022688805371814,1.0217274457133718,1.0217274457133718,0.9934027777777777,0.9411512027491409,0.9672769902634593,1.0555187889852427,1.0555187889852427,1.0522515750286368,1.0522515750286368,0.9882990867579908,0.9375,0.9628995433789954,None,None,1.0,None,None,1.0,0.02064409578860449,0.042371541501976306,0.0315078186452904,0.48721606665269895,0.48721606665269895,0.9782725542866282,0.9782725542866282,0.006597222222222254,0.05884879725085912,0.03272300973654069,0.11210462287104675,0.11210462287104675,0.9477484249713631,0.9477484249713631,0.01170091324200917,0.0625,0.037100456621004585,None,None,1.0,None,None,1.0,0.47982062780269064,0.4392156862745098,0.4595181570386002,1.092448750800769,1.092448750800769,1.0406049415281808,1.0406049415281808,0.5968586387434556,0.41526217228464424,0.5060604055140498,1.4373055832649617,1.4373055832649617,1.1815964664588114,1.1815964664588114,0.5505415162454874,0.41242362525458254,0.481482570750035,None,None,1.0,None,None,1.0,0.8226950354609929,0.827652733118971,0.825173884289982,0.9940099301801429,0.9940099301801429,0.9950423023420218,0.9950423023420218,0.8901734104046243,0.8200919238345371,0.8551326671195807,1.0854556477551984,1.0854556477551984,1.0700814865700872,1.0700814865700872,0.8586206896551725,0.8207681365576103,0.8396944131063914,None,None,1.0,None,None,1.0,0.08275328692962104,0.14267515923566879,0.11271422308264492,0.5800118771406475,0.5800118771406475,0.9400781276939523,0.9400781276939523,0.07381029459371966,0.1683431391155817,0.12107671685465068,0.4384514568368758,0.4384514568368758,0.9054671554781379,0.9054671554781379,0.0809447983014862,0.17647058823529413,0.12870769326839016,None,None,1.0,None,None,1.0
SVM,,0.8593594589218222,0.5676435166599759,0.9554409625809864,0.7615422396204812,0.5954498030711445,0.23773726016092428,0.23773726016092428,0.8237309463037619,0.9141193595342066,0.8506912442396314,0.882405301886919,1.074560677242269,1.074560677242269,1.0634281152945753,1.0634281152945753,0.9272113022113022,0.8268608414239482,0.8770360718176252,1.1213631795823578,1.1213631795823578,1.100350460787354,1.100350460787354,0.9186567164179105,0.8198541597613523,0.8692554380896313,None,None,1.0,None,None,1.0,0.5467980295566502,0.569493006993007,0.5581455182748286,0.9601488040104496,0.9601488040104496,0.9773050225636433,0.9773050225636433,0.4180790960451977,0.5924192793635938,0.5052491877043958,0.7057148722342713,0.7057148722342713,0.8256598166816038,0.8256598166816038,0.4688715953307393,0.5933232169954477,0.5310974061630935,None,None,1.0,None,None,1.0,0.977796754910333,0.9513454317897372,0.9645710933500351,1.0278041206030009,1.0278041206030009,1.0264513231205958,1.0264513231205958,0.9893177119228118,0.9343488521776443,0.961833282050228,1.0588311952404652,1.0588311952404652,1.0549688597451676,1.0549688597451676,0.9845978322875071,0.9302440226768548,0.957420927482181,None,None,1.0,None,None,1.0,0.02220324508966698,0.048654568210262816,0.0354289066499649,0.456344510010133,0.456344510010133,0.9735486768794042,0.9735486768794042,0.010682288077188185,0.0656511478223557,0.038166717949771944,0.16271289126723573,0.16271289126723573,0.9450311402548325,0.9450311402548325,0.01540216771249292,0.0697559773231452,0.04257907251781906,None,None,1.0,None,None,1.0,0.45320197044334976,0.430506993006993,0.4418544817251714,1.0527168612937912,1.0527168612937912,1.0226949774363567,1.0226949774363567,0.5819209039548023,0.40758072063640616,0.49475081229560425,1.427743940013103,1.427743940013103,1.1743401833183962,1.1743401833183962,0.5311284046692607,0.40667678300455234,0.4689025938369065,None,None,1.0,None,None,1.0,0.8102189781021898,0.8073110285006195,0.8087650033014047,1.0036020189232038,1.0036020189232038,1.0029079496015703,1.0029079496015703,0.8268156424581006,0.8053435114503816,0.816079576954241,1.0266620773650348,1.0266620773650348,1.021472131007719,1.021472131007719,0.8169491525423729,0.8056318681318682,0.8112905103371205,None,None,1.0,None,None,1.0,0.07437348423605497,0.13939994339088593,0.10688671381347045,0.5335259285400654,0.5335259285400654,0.934973540845169,0.934973540845169,0.0669483262918427,0.16666666666666666,0.11680749647925467,0.40168995775105626,0.40168995775105626,0.900281659625176,0.900281659625176,0.07328859060402684,0.17562254259501967,0.12445556659952325,None,None,1.0,None,None,1.0
